text	score	binary	multilevel	id
That , in itself , is extraordinary .	0.833330	1	4	2970
If you can tolerate the redneck-versus-blueblood cliches that the film trades in , Sweet Home Alabama is diverting in the manner of Jeff Foxworthy 's stand-up act .	0.500000	0	2	2971
It 's a treat watching Shaw , a British stage icon , melting under the heat of Phocion 's attentions .	0.791670	1	3	2972
All in all , an interesting look at the life of the campaign-trail press , especially ones that do n't really care for the candidate they 're forced to follow .	0.611110	1	3	2973
Narc is a no-bull throwback to 1970s action films .	0.805560	1	4	2974
It zips along with B-movie verve while adding the rich details and go-for-broke acting that heralds something special .	0.847220	1	4	2975
Me Without You has a bracing truth that 's refreshing after the phoniness of female-bonding pictures like Divine Secrets of the Ya-Ya Sisterhood .	0.819440	1	4	2976
It 's a strange film , one that was hard for me to warm up to .	0.250000	0	1	2977
Goes a long way on hedonistic gusto .	0.486110	0	2	2978
The result puts a human face on Derrida , and makes one of the great minds of our times interesting and accessible to people who normally could n't care less .	0.791670	1	3	2979
The Scorpion King is more fun than Conan the Barbarian .	0.680560	1	3	2980
If there 's one big point to Promises , it 's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .	0.583330	1	2	2981
Unexpected moments of authentically impulsive humor are the hallmark of this bittersweet , uncommonly sincere movie that portrays the frank humanity of ... emotional recovery .	0.958330	1	4	2982
Jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism .	0.694440	1	3	2983
This is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies .	0.805560	1	4	2984
I liked it because it was so endlessly , grotesquely , inventive .	0.694440	1	3	2985
Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling .	0.819440	1	4	2986
Credit director Ramsay for taking the sometimes improbable story and making it feel realistic .	0.694440	1	3	2987
This is DiCaprio 's best performance in anything ever , and easily the most watchable film of the year .	1.000000	1	4	2988
Witherspoon puts to rest her valley-girl image , but it 's Dench who really steals the show .	0.583330	1	2	2989
Even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end ... you almost do n't notice the 129-minute running time .	0.875000	1	4	2990
While dutifully pulling on heartstrings , directors Dean Deblois and Chris Sanders valiantly keep punching up the mix .	0.777780	1	3	2991
Ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints .	0.750000	1	3	2992
Eric Byler 's nuanced pic avoids easy sentiments and explanations ...	0.555560	1	2	2993
Manages to be wholesome and subversive at the same time .	0.736110	1	3	2994
When it 's not wallowing in hormonal melodrama , `` Real Women Have Curves '' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams .	0.750000	1	3	2995
The film runs on a little longer than it needs to -- Muccino either does n't notice when his story ends or just ca n't tear himself away from the characters -- but it 's smooth and professional .	0.347220	0	1	2996
Blithely anachronistic and slyly achronological .	0.486110	0	2	2997
This starts off with a 1950 's Doris Day feel and it gets very ugly , very fast .	0.250000	0	1	2998
The first five minutes will have you talking 'til the end of the year !	0.777780	1	3	2999
Triumph of Love is a very silly movie , but the silliness has a pedigree .	0.472220	0	2	3000
Discursive but oddly riveting documentary .	0.638890	1	3	3001
The movie has no respect for laws , political correctness or common decency , but it displays something more important : respect for its flawed , crazy people .	0.513890	1	2	3002
On its own , Big Trouble could be considered a funny little film .	0.708330	1	3	3003
An undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band .	0.791670	1	3	3004
This cinema verite speculation on the assassination of John F. Kennedy may have been inspired by Blair Witch , but it takes its techniques into such fresh territory that the film never feels derivative .	0.777780	1	3	3005
A beautifully observed character piece .	0.916670	1	4	3006
A coming-of-age movie that Hollywood would n't have the guts to make .	0.805560	1	4	3007
It is quite a vision .	0.777780	1	3	3008
There are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies .	0.694440	1	3	3009
A bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation .	0.680560	1	3	3010
A strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two	0.680560	1	3	3011
Salma goes native and she 's never been better in this colorful bio-pic of a Mexican icon .	0.833330	1	4	3012
Filled with Alexandre Desplat 's haunting and sublime music , the movie completely transfixes the audience .	0.819440	1	4	3013
As chilling and fascinating as Philippe Mora 's modern Hitler-study , Snide and Prejudice .	0.791670	1	3	3014
An hour and a half of joyful solo performance .	0.930560	1	4	3015
Strange and beautiful film .	0.777780	1	3	3016
No worse a film than Breaking Out , and Breaking Out was utterly charming .	0.750000	1	3	3017
Parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion '	0.319440	0	1	3018
... Despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '	0.777780	1	3	3019
... a guiltless film for nice evening out .	0.680560	1	3	3020
Deflated ending aside , there 's much to recommend the film .	0.722220	1	3	3021
It 's a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score ... Grant and Bullock make it look as though they are having so much fun .	0.902780	1	4	3022
Performances all around are tops , with the two leads delivering Oscar-caliber performances .	0.777780	1	3	3023
Everything about The Quiet American is good , except its timing .	0.777780	1	3	3024
A savage John Waters-like humor that dances on the edge of tastelessness without ever quite falling over .	0.555560	1	2	3025
At once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge .	0.750000	1	3	3026
May seriously impair your ability to ever again maintain a straight face while speaking to a highway patrolman .	0.555560	1	2	3027
It 's an interesting effort ( particularly for JFK conspiracy nuts ) , and Barry 's cold-fish act makes the experience worthwhile .	0.625000	1	3	3028
They 're just a couple of cops in Copmovieland , these two , but in Narc , they find new routes through a familiar neighborhood .	0.708330	1	3	3029
Brings awareness to an issue often overlooked -- women 's depression .	0.583330	1	2	3030
It 's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 .	0.291670	0	1	3031
It has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame .	0.722220	1	3	3032
You can almost see Mendes and company getting together before a single frame had been shot and collectively vowing , ` This is going to be something really good . '	0.750000	1	3	3033
And it is .	0.611110	1	3	3034
Foster and Whitaker are especially fine .	0.819440	1	4	3035
She is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew .	0.652780	1	3	3036
Undoubtedly the scariest movie ever made about tattoos .	0.625000	1	3	3037
A movie that will wear you out and make you misty even when you do n't want to be .	0.555560	1	2	3038
Not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .	1.000000	1	4	3039
Though the story ... is hackneyed , the characters have a freshness and modesty that transcends their predicament .	0.694440	1	3	3040
